geofips,geoname,timeperiod,employment,GDP
25220,"Hammond, LA (Metropolitan Statistical Area)",2019,66055,3938182912
25220,"Hammond, LA (Metropolitan Statistical Area)",2020,65510,4016998912
25220,"Hammond, LA (Metropolitan Statistical Area)",2021,67298,
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",1969,29143,
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",1970,28533,
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",1971,29151,
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",1972,29839,
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",1973,30582,
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",1974,31905,
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",1975,32738,
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",1976,32207,
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",1977,33077,
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",1978,33605,
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",1979,35517,
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",1980,35016,
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",1981,35983,
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",1982,34679,
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",1983,35641,
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",1984,36754,
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",1985,36258,
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",1986,36047,
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",1987,36612,
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",1988,39367,
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",1989,41267,
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",1990,40087,
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",1991,41203,
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",1992,41535,
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",1993,43577,
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",1994,44229,
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",1995,45163,
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",1996,47583,
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",1997,48573,
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",1998,47999,
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",1999,48316,
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",2000,49518,
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",2001,48875,4350004224
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",2002,53293,4591094784
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",2003,55626,5040484864
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",2004,56222,5267905024
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",2005,57079,5501005824
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",2006,57125,5120761856
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",2007,58761,5932036096
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",2008,58713,5310545920
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",2009,56878,4816011776
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",2010,56175,4926324224
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",2011,56158,5625718784
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",2012,56739,5097311232
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",2013,57519,5102356992
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",2014,59723,5508258816
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",2015,60559,5418677248
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",2016,63263,5687938048
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",2017,65247,5924007936
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",2018,65247,5882810880
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",2019,66542,6054970880
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",2020,65289,6266094080
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",2021,66518,
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",1969,209277,
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",1970,212257,
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",1971,214199,
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",1972,223174,
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",1973,233699,
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",1974,239598,
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",1975,235721,
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",1976,239343,
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",1977,244658,
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",1978,251930,
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",1979,257914,
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",1980,260074,
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",1981,259996,
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",1982,259191,
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",1983,260817,
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",1984,271598,
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",1985,279915,
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",1986,288050,
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",1987,299738,
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",1988,310881,
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",1989,320922,
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",1990,327398,
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",1991,329899,
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",1992,332619,
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",1993,336584,
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",1994,345672,
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",1995,353789,
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",1996,360378,
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",1997,364360,
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",1998,370887,
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",1999,373847,
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",2000,377751,
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",2001,374212,27536377856
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",2002,376379,28251379712
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",2003,377860,29215332352
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",2004,382824,30391425024
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",2005,386116,30855794688
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",2006,393455,31323635712
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",2007,397219,31964155904
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",2008,397581,31940544512
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",2009,389711,30889871360
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",2010,387050,31361128448
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",2011,391078,32113879040
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",2012,393306,32677914624
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",2013,398120,33228201984
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",2014,402870,34206033920
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",2015,409325,35034247168
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",2016,412503,35021660160
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",2017,416808,34964185088
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",2018,423369,35735990272
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",2019,427290,36814417920
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",2020,410976,34927955968
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",2021,423481,
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",1969,30328,
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",1970,31524,
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",1971,32660,
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",1972,33531,
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",1973,35796,
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",1974,35967,
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",1975,35112,
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",1976,36872,
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",1977,37960,
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",1978,38530,
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",1979,40432,
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",1980,41367,
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",1981,40603,
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",1982,41535,
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",1983,43301,
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",1984,44841,
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",1985,46105,
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",1986,48414,
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",1987,49974,
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",1988,51531,
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",1989,52875,
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",1990,54138,
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",1991,54601,
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",1992,56747,
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",1993,58861,
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",1994,60901,
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",1995,62815,
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",1996,63643,
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",1997,65073,
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",1998,65511,
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",1999,68004,
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",2000,69394,
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",2001,71676,7067762176
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",2002,72157,6160727040
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",2003,72919,6074076160
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",2004,74115,6195651072
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",2005,74983,6548642816
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",2006,77390,6634554880
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",2007,79009,6651615232
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",2008,79039,6658788864
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",2009,77220,6965279744
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",2010,77309,7408679936
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",2011,78824,7448719872
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",2012,79301,7533374976
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",2013,79920,7701792768
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",2014,80908,7346422784
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",2015,82108,7117839872
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",2016,84320,6850956800
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",2017,85179,7010731008
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",2018,86300,7187875840
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",2019,87268,7340930048
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",2020,84091,7277406208
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",2021,86488,
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",1969,514100,
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",1970,515814,
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",1971,504925,
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",1972,514795,
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",1973,538925,
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",1974,551581,
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",1975,539442,
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",1976,544412,
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",1977,560291,
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",1978,589554,
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",1979,614832,
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",1980,629793,
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",1981,632664,
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",1982,629064,
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",1983,636326,
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",1984,666698,
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",1985,692320,
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",1986,723469,
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",1987,745697,
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",1988,767174,
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",1989,766227,
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",1990,758360,
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",1991,724845,
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",1992,709988,
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",1993,710405,
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",1994,698042,
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",1995,708359,
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",1996,715650,
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",1997,722220,
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",1998,733474,
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",1999,745821,
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",2000,762284,
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",2001,765606,74350215168
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",2002,757708,70881533952
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",2003,752250,72814174208
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",2004,763538,78431141888
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",2005,775261,79768879104
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",2006,786925,83691413504
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",2007,801933,88617779200
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",2008,807415,87812857856
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",2009,785190,86003736576
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",2010,774625,86187458560
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",2011,786151,85715206144
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",2012,791456,85825699840
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",2013,798573,82876063744
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",2014,806900,84484382720
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",2015,813765,89538461696
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",2016,816196,89922576384
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",2017,818365,92235268096
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",2018,824033,92286091264
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",2019,821532,92810059776
